,input id,low value,high value,correlation,secret value
0,-1.0,-1.5723908692598343,-1.5723908599466085,1.0,-1.5723908624136818
1,1.0,1.1651447974145412,1.165144806727767,1.0,1.165144801069093
2,-1.0,4.660579198971391,4.6605792082846165,0.9842782033718921,1.165144801069093
3,-2.0,-2.6847158651798964,-2.6847158558666706,1.0,-2.6847158622983427
4,2.0,-2.684715874493122,-2.6847158651798964,1.0,-2.6847158622983427
5,-1.0,-2.684715883806348,-2.684715874493122,0.9995494095168599,-2.6847158622983427
6,3.0,-2.6847158558666706,-2.684715846553445,0.9994250084409291,-2.6847158622983427
7,0.0,2.6847158558666706,2.6847158651798964,0.9672264160553291,-2.6847158622983427
8,1.0,-0.23503214120864868,-0.23503213189542294,1.0,-0.23503213701427417
9,-2.0,-3.76051421277225,-3.7605142034590244,0.9850295441556507,-0.23503213701427417
10,3.0,-3.760514184832573,-3.760514175519347,0.981358928528083,-0.23503213701427417
11,-1.0,-3.7605141941457987,-3.760514184832573,0.9768826823101471,-0.23503213701427417
12,1.0,0.23503213189542294,0.23503214120864868,0.9503061131372376,-0.23503213701427417
13,0.0,2.2218243591487408,2.2218243684619665,1.0,2.221824365026613
14,2.0,4.443648727610707,4.443648736923933,0.9593682843284155,2.221824365026613
15,0.0,-2.2218243684619665,-2.2218243591487408,0.9540023288773758,2.221824365026613
16,1.0,-0.27674296870827675,-0.276742959395051,0.9999999999999999,-0.27674296220427275
17,3.0,-4.427887396886945,-4.427887387573719,0.9918689466941106,-0.27674296220427275
18,-2.0,-4.4278874062001705,-4.427887396886945,0.9874316738910633,-0.27674296220427275
19,-1.0,-4.427887387573719,-4.427887378260493,0.9836497325806572,-0.27674296220427275
20,1.0,0.276742959395051,0.27674296870827675,0.9585002377215913,-0.27674296220427275
21,-2.0,-4.048018464818597,-4.048018455505371,1.0,-4.048018449901553
22,0.0,-4.0480185020715,-4.048018492758274,0.9966995920227366,-4.048018449901553
23,0.0,4.048018492758274,4.0480185020715,0.9553465683922353,-4.048018449901553
24,-2.0,1.972257448360324,1.9722574576735497,1.0,1.9722574552322953
25,2.0,1.9722574576735497,1.9722574669867754,0.9999999999999998,1.9722574552322953
26,-2.0,3.0318182706832886,3.0318182799965143,1.0,3.0318182760298065
27,0.0,-3.0318182799965143,-3.0318182706832886,0.9694478562299579,3.0318182760298065
28,-2.0,-1.22290319763124,-1.2229031883180141,1.0,-1.2229031968315187
29,3.0,-1.2229032069444656,-1.22290319763124,0.9991536317258707,-1.2229031968315187
30,-1.0,-4.89161279052496,-4.891612781211734,0.9819464471554472,-1.2229031968315187
31,-2.0,-4.635309549048543,-4.635309539735317,1.0,-4.635309542320155
32,1.0,-4.635309558361769,-4.635309549048543,0.9992122668129106,-4.635309542320155
33,0.0,4.635309539735317,4.635309549048543,0.9619244919526689,-4.635309542320155
34,1.0,-0.42681530117988586,-0.4268152918666601,0.9999999999999999,-0.4268152990028167
35,0.0,-1.7072612047195435,-1.7072611954063177,0.9815325427172565,-0.4268152990028167
36,1.0,0.4268152918666601,0.42681530117988586,0.9641394608790137,-0.4268152990028167
37,2.0,-0.760501679033041,-0.7605016697198153,1.0,-0.7605016755556164
38,1.0,-0.7605016883462667,-0.760501679033041,0.9980085235828694,-0.7605016755556164
39,0.0,-1.521003358066082,-1.5210033487528563,0.966743549095841,-0.7605016755556164
40,1.0,0.760501679033041,0.7605016883462667,0.9577939259548173,-0.7605016755556164
41,1.0,0.4602627456188202,0.46026275493204594,1.0,0.4602627480751753
42,1.0,-0.46026275493204594,-0.4602627456188202,0.9642205307626897,0.4602627480751753
