,input id,low value,high value,correlation,secret value
0,2.0,-0.07580433302791789,-0.07580433295515832,0.9996820865775449,-0.07580433321456148
1,-1.0,-1.2128693272097735,-1.212869327137014,0.9943706999552906,-0.07580433321456148
2,0.0,-1.2128693315025885,-1.212869331429829,0.992969573244983,-0.07580433321456148
3,3.0,-1.2128693288832437,-1.2128693288104841,0.9577105163037836,-0.07580433321456148
4,-2.0,-4.851477338233963,-4.851477338161203,0.9546956923350935,-0.07580433321456148
5,1.0,-4.200133523991099,-4.200133523918339,0.9999999999999998,-4.2001335265874875
6,-1.0,-0.26250834569509607,-0.2625083456223365,0.9804247332866922,-4.2001335265874875
7,-1.0,-0.9113010776491137,-0.9113010775763541,1.0,-0.91130107632629
8,-2.0,-0.9113010785949882,-0.9113010785222286,0.9992190756393403,-0.91130107632629
9,3.0,-0.9113010740111349,-0.9113010739383753,0.9991139438996818,-0.91130107632629
10,2.0,-3.645204314161674,-3.6452043140889145,0.9841991384106623,-0.91130107632629
11,1.0,-0.5673006799042923,-0.5673006798315328,0.9993050811128718,-0.5673006778818648
12,1.0,0.5673006798315328,0.5673006799042923,0.9622459051763493,-0.5673006778818648
13,-2.0,3.1919044778624084,3.191904477935168,1.0,3.1919044769755693
14,1.0,3.1919044769892935,3.191904477062053,1.0,3.1919044769755693
15,2.0,3.191904477425851,3.1919044774986105,1.0,3.1919044769755693
16,3.0,3.191904478808283,3.1919044788810425,1.0,3.1919044769755693
17,0.0,3.1919044862297596,3.191904486302519,0.9999999999999999,3.1919044769755693
18,-1.0,0.19949402987549547,0.19949402994825505,0.9841822879892377,3.1919044769755693
19,0.0,-3.191904486302519,-3.1919044862297596,0.9653873458367311,3.1919044769755693
20,2.0,-3.628184024564689,-3.6281840244919294,1.0,-3.6281840250517794
21,-1.0,-3.6281840271840338,-3.628184027111274,0.9999999999999998,-3.6281840250517794
22,3.0,-3.62818402783887,-3.6281840277661104,0.9999999999999998,-3.6281840250517794
23,0.0,-3.628184019908076,-3.6281840198353166,0.9997825369535356,-3.6281840250517794
24,1.0,-3.628184019398759,-3.6281840193259995,0.9991084917108434,-3.6281840250517794
25,-2.0,-3.628184034532751,-3.6281840344599914,0.9990646314114446,-3.6281840250517794
26,0.0,3.6281840198353166,3.628184019908076,0.9645300164071693,-3.6281840250517794
27,2.0,-0.474032909332891,-0.4740329092601314,1.0,-0.47403290921390917
28,1.0,-0.4740329096239293,-0.4740329095511697,0.9997411082276086,-0.47403290921390917
29,-1.0,-0.4740329096966889,-0.4740329096239293,0.9990121920861499,-0.47403290921390917
30,0.0,-1.896131634930498,-1.8961316348577384,0.9764329681121319,-0.47403290921390917
