,low value,high value,correlation,secret value
0,-3.2842587679624557,-3.28425869345665,1.0,-3.2842587283639704
1,2.3874370008707047,2.3874370753765106,1.0,2.3874370617103864
2,-0.6870925426483154,-0.6870924681425095,0.9999999999999998,-0.6870924700481442
3,-0.47272510826587677,-0.4727250337600708,0.9999061542784234,-0.4727250443233879
4,-1.8909002095460892,-1.8909001350402832,0.9851407593707041,-0.4727250443233879
5,-0.2368927001953125,-0.23689262568950653,0.8831525202723893,-0.23689280949199643
6,-0.7770488411188126,-0.7770487666130066,0.9999657582210991,-0.7770488087506435
7,-3.1081952899694443,-3.1081952154636383,0.9721615651239605,-0.7770488087506435
8,3.837977424263954,3.83797749876976,1.0,3.837977483100932
9,1.4832764863967896,1.4832765609025955,0.9999725345581473,1.4832765241423278
10,-3.1249389052391052,-3.1249388307332993,0.7806347291628909,-3.1254460755576186
11,-3.679203912615776,-3.67920383810997,1.0,-3.6792038649127026
12,4.211309254169464,4.21130932867527,1.0,4.211309255778662
13,-0.22843599319458008,-0.2284359186887741,0.9997584554084437,-0.22843594727927274
14,-3.6549752205610275,-3.6549751460552216,0.9833197690997892,-0.22843594727927274
15,-4.593031257390976,-4.59303118288517,1.0,-4.593031235942694
16,4.449551627039909,4.449551701545715,1.0,4.449551693460066
17,0.843876525759697,0.8438766002655029,1.0,0.8438765871428702
18,3.3755063265562057,3.3755064010620117,0.9742207326057999,0.8438765871428702
19,1.1929123103618622,1.1929123848676682,0.9999484337748716,1.192912382676413
20,4.771649464964867,4.771649539470673,0.9826513136394653,1.192912382676413
21,1.1000391095876694,1.1000391840934753,0.9999744923662313,1.1000391532853535
22,0.3324560075998306,0.3324560821056366,0.9996638674295706,0.33245604545728613
23,1.3298241794109344,1.3298242539167404,0.9784332964684314,0.33245604545728613
24,3.2168156653642654,3.2168157398700714,1.0,3.2168156815613838
25,-0.2852793037891388,-0.2852792292833328,0.9993216550798475,-0.2852793032622336
26,-4.564468860626221,-4.564468786120415,0.9879921581641253,-0.2852793032622336
27,0.2004176378250122,0.20041771233081818,0.9999999999999999,0.20041765192474736
28,3.206682428717613,3.206682503223419,0.9776518557440246,0.20041765192474736
29,0.21431691944599152,0.21431699395179749,0.9998484721904259,0.21431695759615255
30,3.429071307182312,3.429071381688118,0.983641904417265,0.21431695759615255
31,-0.3285399079322815,-0.3285398334264755,1.0,-0.3285398709413323
32,-1.31415955722332,-1.314159482717514,0.9785933798002953,-0.3285398709413323
33,0.8702459186315536,0.8702459931373596,1.0,0.8702459457807299
34,3.4809837490320206,3.4809838235378265,0.9730857406375274,0.8702459457807299
35,-4.074591547250748,-4.074591472744942,1.0,-4.074591494286826
36,-0.029279664158821106,-0.029279589653015137,0.9985087196382082,-0.0292796491809163
37,-0.4684744030237198,-0.4684743285179138,0.9879879534409209,-0.0292796491809163
38,3.9841996133327484,3.9841996878385544,1.0,3.984199618084288
39,2.272627130150795,2.272627204656601,1.0,2.2726271311406796
40,0.16274698078632355,0.16274705529212952,0.9998821280698226,0.16274700096502137
41,-0.062136128544807434,-0.062136054039001465,0.9992661069509411,-0.06213611940711272
42,-0.994177982211113,-0.994177907705307,0.9918507465263912,-0.06213611940711272
43,-3.976711705327034,-3.976711630821228,0.9807950749764106,-0.06213611940711272
44,0.27890898287296295,0.2789090573787689,0.9996168103126142,0.278908994600117
45,4.462543874979019,4.462543949484825,0.9848251778476472,0.278908994600117
46,-0.06279543042182922,-0.06279535591602325,0.9979078726807648,-0.06279537887044051
47,-1.004726067185402,-1.004725992679596,0.9924471110715763,-0.06279537887044051
48,-4.018904268741608,-4.018904194235802,0.9802633383428662,-0.06279537887044051
49,0.24171777069568634,0.2417178452014923,0.9998221699299339,0.24171778774776387
50,3.8674845546483994,3.8674846291542053,0.9820265673452448,0.24171778774776387
51,-0.43062083423137665,-0.4306207597255707,0.9997995024176255,-0.43062082991189055
52,-1.455039530992508,-1.455039456486702,1.0,-1.455039503773024
53,4.594358876347542,4.594358950853348,1.0,4.59435894195718
54,1.9588899612426758,1.9588900357484818,0.9999608988829529,1.958889989651719
55,-0.9374579787254333,-0.9374579042196274,0.6490202121774933,-0.9379645493682442
56,0.7276149839162827,0.7276150584220886,0.9998907817470128,0.7276150039317439
57,2.9104600101709366,2.9104600846767426,0.9686275085618556,0.7276150039317439
58,0.23500367999076843,0.2350037544965744,0.9999584251234174,0.23500375041458954
59,3.7600599974393845,3.7600600719451904,0.982069735697001,0.23500375041458954
60,2.4547525495290756,2.4547526240348816,1.0,2.4547525835199355
61,-0.08991315960884094,-0.08991308510303497,0.999523056250943,-0.08991312739360247
62,-1.4386101067066193,-1.4386100322008133,0.9928184023841974,-0.08991312739360247
63,1.561022624373436,1.561022698879242,0.9999626028201829,1.5610226330393315
64,-1.2265954911708832,-1.2265954166650772,0.9998684835810283,-1.2265954878128256
65,-0.9965965151786804,-0.9965964406728745,0.9998733757575181,-0.9965964876574134
66,-3.9863859862089157,-3.9863859117031097,0.9767420123802526,-0.9965964876574134
67,-1.9931930303573608,-1.9931929558515549,0.9695660375138774,-0.9965964876574134
68,-0.3934403508901596,-0.39344027638435364,0.9999296420324053,-0.39344030748571723
69,-0.6500259041786194,-0.6500258296728134,0.9996965955240962,-0.6500258645389067
70,-1.3921276479959488,-1.3921275734901428,1.0,-1.3921276273050944
71,0.14879807829856873,0.1487981528043747,0.998047187785242,0.148798141597016
72,-2.5982528924942017,-2.5982528179883957,1.0,-2.598252881448891
73,-0.1623908430337906,-0.16239076852798462,0.9795684246359685,-2.598252881448891
74,0.9079868346452713,0.9079869091510773,0.9998073189426623,0.9079868816484558
75,3.631947487592697,3.631947562098503,0.9765957698528034,0.9079868816484558
76,1.8159737437963486,1.8159738183021545,0.9652231087217346,0.9079868816484558
77,-0.4220191389322281,-0.4220190644264221,0.9997376786659348,-0.42201912369231676
78,-1.6880765557289124,-1.6880764812231064,0.9815906607098682,-0.42201912369231676
79,4.488719254732132,4.488719329237938,1.0,4.4887193144519415
80,-1.0964228957891464,-1.0964228212833405,1.0,-1.096422842593785
81,-4.385691434144974,-4.385691359639168,0.9781608703967236,-1.096422842593785
82,-0.3782534599304199,-0.37825338542461395,0.9999654638666453,-0.3782534095160591
83,-1.5130136907100677,-1.5130136162042618,0.9805615465362387,-0.3782534095160591
84,-0.0766965001821518,-0.07669642567634583,0.9983105416238821,-0.07669650031192765
85,-1.2271440029144287,-1.2271439284086227,0.9927159647072153,-0.07669650031192765
86,0.3528449684381485,0.35284504294395447,0.9987638674465427,0.35284503766985775
87,1.411380097270012,1.4113801717758179,0.9793470151150764,0.35284503766985775
88,-4.248721674084663,-4.248721599578857,1.0,-4.248721616383589
89,-4.816189110279083,-4.816189035773277,1.0,-4.816189048842555
90,-0.1546572893857956,-0.15465721487998962,0.999251515522761,-0.15465726569495108
91,-2.4745162576436996,-2.4745161831378937,0.9821036333654034,-0.15465726569495108
92,-2.4335093796253204,-2.4335093051195145,0.9999669190716357,-2.433509310218207
93,-2.8131847083568573,-2.8131846338510513,0.8856509568535326,-0.0013736253365355111
94,-0.35164810717105865,-0.3516480326652527,0.8715676984633277,-0.0013736253365355111
95,-0.36826595664024353,-0.36826588213443756,0.9992997478074622,-0.3682659420576869
96,-0.2975284308195114,-0.29752835631370544,0.999927048575467,-0.29752839647036367
97,-4.760454371571541,-4.760454297065735,0.9860724821408345,-0.29752839647036367
98,-0.18397808074951172,-0.18397800624370575,0.9991821264781429,-0.1839780305599179
99,-2.943648546934128,-2.943648472428322,0.9824664905460732,-0.1839780305599179
100,-2.8567374497652054,-2.8567373752593994,0.9999815982363213,-2.8567374159431926
