,input id,low value,high value,correlation,secret value
0,0.0,-1.8869197368621826,-1.8869191408157349,1.0,-1.8869195560824337
1,0.0,1.1812174320220947,1.1812180280685425,0.9897336937656622,0.07382610457301542
2,-1.0,4.724870324134827,4.724870920181274,0.9810290220901253,0.07382610457301542
3,2.0,0.07382571697235107,0.07382631301879883,0.9593116320629472,0.07382610457301542
4,-2.0,3.57771635055542,3.5777169466018677,1.0,3.577716831313122
5,0.0,-3.5777169466018677,-3.57771635055542,0.9684649565402595,3.577716831313122
6,2.0,-1.3742828369140625,-1.3742822408676147,0.9992143919946823,-1.3742825606444158
7,1.0,3.5173970460891724,3.51739764213562,1.0,3.5173974827797387
8,0.0,-3.51739764213562,-3.5173970460891724,0.9631055079696975,3.5173974827797387
9,3.0,-1.2009769678115845,-1.2009763717651367,0.9999999999999998,-1.2009765335096214
10,2.0,-4.803906679153442,-4.803906083106995,0.9733976558450514,-1.2009765335096214
11,-2.0,3.7247073650360107,3.7247079610824585,1.0,3.7247076399373285
12,0.0,-3.7247079610824585,-3.7247073650360107,0.9635134717765499,3.7247076399373285
13,1.0,-2.4877429008483887,-2.487742304801941,1.0,-2.487742414879862
14,0.0,2.487742304801941,2.4877429008483887,0.9645746100074024,-2.487742414879862
