,low value,high value,correlation,secret value
0,-3.284258767962456,-3.28425869345665,1.0,-3.2842587283639704
1,2.3874370008707047,2.3874370753765106,1.0,2.3874370617103864
2,-0.6870925426483154,-0.6870924681425095,0.9999999999999998,-0.6870924700481442
3,-0.4727251082658768,-0.4727250337600708,0.9999061542784234,-0.4727250443233879
4,-1.8909002095460887,-1.8909001350402832,0.985140759370704,-0.4727250443233879
5,-0.2368927001953125,-0.2368926256895065,0.8831525202723893,-0.23689280949199645
6,-0.7770488411188126,-0.7770487666130066,0.9999657582210992,-0.7770488087506435
7,-3.1081952899694443,-3.1081952154636383,0.9721615651239603,-0.7770488087506435
8,3.8379774242639537,3.8379774987697597,1.0,3.8379774831009317
9,1.4832764863967896,1.4832765609025955,0.9999725345581472,1.4832765241423278
10,-3.124938905239105,-3.1249388307332997,0.7806347291628909,-3.1254460755576186
11,-3.6792039126157765,-3.67920383810997,1.0,-3.679203864912703
12,4.211309254169464,4.21130932867527,1.0,4.211309255778662
13,-0.2284359931945801,-0.2284359186887741,0.9997584554084435,-0.22843594727927274
14,-3.654975220561028,-3.6549751460552216,0.9833197690997892,-0.22843594727927274
15,-4.593031257390977,-4.59303118288517,1.0,-4.593031235942694
16,4.449551627039909,4.449551701545714,1.0,4.449551693460067
17,0.843876525759697,0.8438766002655029,1.0,0.8438765871428702
18,3.3755063265562057,3.375506401062012,0.9742207326058,0.8438765871428702
19,1.1929123103618622,1.1929123848676682,0.9999484337748716,1.192912382676413
20,4.7716494649648675,4.771649539470673,0.9826513136394652,1.192912382676413
21,1.1000391095876694,1.1000391840934751,0.9999744923662311,1.1000391532853535
22,0.3324560075998306,0.3324560821056366,0.9996638674295706,0.3324560454572861
23,1.3298241794109344,1.3298242539167404,0.9784332964684314,0.3324560454572861
24,3.216815665364265,3.2168157398700714,1.0,3.216815681561384
25,-0.2852793037891388,-0.2852792292833328,0.9993216550798476,-0.2852793032622336
26,-4.564468860626222,-4.564468786120416,0.9879921581641252,-0.2852793032622336
27,0.2004176378250122,0.20041771233081815,1.0,0.20041765192474734
28,3.206682428717613,3.206682503223419,0.9776518557440246,0.20041765192474734
29,0.21431691944599152,0.21431699395179749,0.999848472190426,0.21431695759615252
30,3.429071307182312,3.429071381688118,0.9836419044172651,0.21431695759615252
31,-0.3285399079322815,-0.3285398334264755,1.0,-0.3285398709413323
32,-1.31415955722332,-1.3141594827175143,0.9785933798002951,-0.3285398709413323
33,0.8702459186315536,0.8702459931373596,1.0,0.8702459457807299
34,3.480983749032021,3.4809838235378265,0.9730857406375274,0.8702459457807299
35,-4.074591547250749,-4.074591472744942,1.0,-4.074591494286826
36,-0.029279664158821106,-0.029279589653015137,0.9985087196382082,-0.0292796491809163
37,-0.4684744030237198,-0.4684743285179138,0.9879879534409208,-0.0292796491809163
38,3.984199613332749,3.9841996878385535,1.0,3.984199618084288
39,2.272627130150795,2.272627204656601,1.0,2.27262713114068
40,0.16274698078632355,0.16274705529212952,0.9998821280698226,0.16274700096502134
41,-0.062136128544807434,-0.062136054039001465,0.9992661069509412,-0.06213611940711272
42,-0.994177982211113,-0.994177907705307,0.9918507465263912,-0.06213611940711272
43,-3.9767117053270336,-3.976711630821228,0.9807950749764106,-0.06213611940711272
44,0.2789089828729629,0.2789090573787689,0.9996168103126142,0.27890899460011703
45,4.462543874979018,4.462543949484825,0.9848251778476472,0.27890899460011703
46,-0.06279543042182922,-0.06279535591602325,0.9979078726807648,-0.06279537887044051
47,-1.004726067185402,-1.004725992679596,0.9924471110715763,-0.06279537887044051
48,-4.018904268741608,-4.018904194235802,0.9802633383428662,-0.06279537887044051
49,0.24171777069568634,0.2417178452014923,0.999822169929934,0.2417177877477639
