,low value,high value,correlation,secret value
0,-0.31672410666942596,-0.31672403216362,1.0,-0.3167240422526375
1,-1.266896203160286,-1.26689612865448,0.977306362817383,-0.3167240422526375
2,4.813776686787605,4.813776761293411,1.0,4.813776731683468
3,1.1809325963258743,1.1809326708316803,1.0,1.1809326678935594
4,4.723730608820915,4.723730683326721,0.9820119140390908,1.1809326678935594
5,-0.473049134016037,-0.473049059510231,0.9999172756676583,-0.47304909186398847
6,-1.892196387052536,-1.89219631254673,0.98427044686184,-0.47304909186398847
7,-2.4434423446655273,-2.4434422701597214,1.0,-2.443442304357586
8,-4.886884614825249,-4.886884540319443,0.9523292293856515,-2.443442304357586
9,0.19861795008182526,0.19861802458763123,0.9961791554037083,0.19861801611571672
10,3.1778882443904877,3.1778883188962936,0.9836027384216253,0.19861801611571672
11,0.09725227952003479,0.09725235402584076,0.9990565562537158,0.09725234532413318
12,1.5560375154018402,1.5560375899076462,0.9934744427594293,0.09725234532413318
13,0.5297895520925522,0.5297896265983582,0.9998802058230187,0.5297895627204467
14,1.1790702491998672,1.1790703237056732,0.9998512110342632,1.1790702929939423
15,4.716281145811081,4.716281220316887,0.9814757627797319,1.1790702929939423
16,-0.23404546082019806,-0.2340453863143921,0.9998790984305193,-0.2340454436654955
17,-3.744727149605751,-3.744727075099945,0.9815532579176083,-0.2340454436654955
18,1.2825102359056473,1.2825103104114532,1.0,1.2825102356281075
19,1.2825101613998413,1.2825102359056473,0.998023004680474,1.2825102356281075
20,1.3888569921255112,1.3888570666313171,0.9999259342030546,1.388857043920014
21,0.2470000833272934,0.24700015783309937,0.9998466640474456,0.24700009123778088
22,3.9520014077425003,3.9520014822483063,0.9848595217040987,0.24700009123778088
23,3.05419921875,3.054199293255806,0.9035395423317428,3.0541974014664888
24,-2.5389397144317627,-2.5389396399259567,1.0,-2.53893967619657
25,-2.0008063316345215,-2.0008062571287155,1.0,-2.0008062748472
26,-0.1250503957271576,-0.12505032122135162,0.9745618291627396,-2.0008062748472
27,-0.4934115707874298,-0.49341149628162384,1.0,-0.49341154085511607
28,-0.4145241528749466,-0.4145240783691406,1.0,-0.4145241443607315
29,-1.6580966114997864,-1.6580965369939804,0.9826841002572486,-0.4145241443607315
30,1.4634044468402863,1.4634045213460922,1.0,1.463404464501071
31,4.482875540852547,4.482875615358353,1.0,4.482875544447843
32,2.8422196954488754,2.8422197699546814,1.0,2.8422196995377274
33,0.08202724158763885,0.08202731609344482,0.9960216173352578,0.08202730641941347
34,1.3124368339776993,1.3124369084835052,0.9931982836092437,0.08202730641941347
35,2.3051784932613373,2.3051785677671432,1.0,2.305178547054094
36,4.6103570610284805,4.6103571355342865,0.962779121462921,2.305178547054094
37,0.2099417895078659,0.20994186401367188,0.9971862685385203,0.2099418172767149
38,3.3590690046548843,3.3590690791606903,0.9776555740992314,0.2099418172767149
39,-4.987499043345451,-4.987498968839645,0.9843730076228809,-0.07792967153433494
40,2.128664329648018,2.128664404153824,1.0,2.1286643898018145
41,-0.35012565553188324,-0.35012558102607727,0.9997434601757843,-0.3501256307386491
42,3.784269616007805,3.784269690513611,1.0,3.784269659931386
43,4.974997118115425,4.974997192621231,1.0,4.974997191779089
44,-0.41635431349277496,-0.416354238986969,0.9997153189226675,-0.4163542467549408
45,-1.665417030453682,-1.665416955947876,0.9820071113684674,-0.4163542467549408
46,3.511037603020668,3.511037677526474,1.0,3.5110376485132058
47,4.953516498208046,4.953516572713852,1.0,4.953516532952502
48,4.111211225390434,4.11121129989624,1.0,4.111211230880841
49,0.4060344398021698,0.40603451430797577,0.9998897254313672,0.4060344475081543
50,-0.6567444652318954,-0.6567443907260895,0.9999567892351093,-0.6567444576098861
51,-2.626977860927582,-2.626977786421776,0.9665407271224095,-0.6567444576098861
52,2.9160667210817337,2.9160667955875397,1.0,2.9160667407223793
