,guessed_numbers
-1.3616344348153486,-1.362
-2.2044755442242323,-2.205
0.3302568280639956,0.33
-0.006707324144124671,-1.717
-0.1385239937637569,-4.433
-0.3534641838957211,-0.354
0.4037673616024,0.404
-0.10404580642582018,-3.329
-0.5411792653216274,-0.541
1.0545379866401552,1.054
-4.693546604943633,-4.693
0.3252394765370443,0.325
-0.23336508737778527,-0.233
-1.5206081548345898,-1.52
-0.9821859973675209,-0.982
0.04080428282357229,2.611
-1.1601042698416206,-1.16
-0.4788717577586057,-0.479
-2.792626505585345,-2.793
-3.9379189257265725,-3.938
0.8616175960591939,0.861
0.32780298805861297,0.328
1.3097371995806695,1.31
-4.10418906737826,-4.104
2.996648266069019,2.997
-0.39367014863070193,-0.393
0.46262307826896254,0.462
2.5727518090104162,2.573
-3.49240984064307,-3.492
0.2298560665544236,0.23
1.440811858168388,1.441
2.408712872726218,2.409
0.07691837178770422,4.923
-1.0983028157707015,-1.099
-1.0771348756779728,-1.077
2.9021937297611213,2.902
-0.16885943074891285,-2.702
3.5476380693900698,3.547
4.049764079309137,4.05
0.3551624211433807,0.355
0.45839164918408004,0.458
-0.012331828136102452,-3.157
0.6866714660887361,0.687
4.808526882600823,4.809
0.45044257108026153,
1.631382331846658,
-0.18955090056332624,
0.18632469426750942,
0.5444093107462225,
-2.3433369628498193,
0.27114685224015633,
1.266368093832054,
3.8118358319900594,
0.4471658085384762,
-1.9363743683431025,
1.3422938014366856,
0.12701485323555517,
2.6047895329250794,
-0.2019935123834128,
0.46839392609759456,
-0.19477383816918015,
-0.7539126066188508,
-0.26098261406415413,
3.8690085858456076,
-0.5152931396930969,
-0.08746311698404874,
-0.28455671381823144,
0.1637875240357154,
-0.49226902683127793,
3.0858764982219142,
0.24898601293869005,
-1.2903869175332763,
-0.6588546043079848,
0.7273861743199137,
1.0057097125316359,
4.022990353376796,
-3.1317396301742697,
-0.33176243336667555,
0.08716938955457199,
0.5889023251447139,
0.4285716404522164,
-0.6842425549369411,
-0.07306191756670244,
4.58113469084882,
-4.139109879249442,
-1.5902048149631876,
-0.478783326650547,
1.290997930721077,
-4.424912824710729,
-1.368853331006049,
-0.3243299063593019,
-0.36802296082018593,
-1.2894291823582364,
0.9007837298434618,
0.6443782791173103,
-0.6789556863636391,
2.7757168740860294,
-4.819245137564728,
-2.4735456959772737,
-0.4939536019603459,
