,guessed_numbers
-4.503918735288574,-4.5039999999998335
-4.336109531413862,-4.335999999999778
-3.7053600262405895,-3.704999999999568
-3.6145803570483,-3.6149999999995375
-3.609000557009833,-3.608999999999536
-3.5366372929550933,-3.5369999999995114
-3.5330652807777305,-3.53299999999951
-3.522037102971675,-3.5219999999995064
-3.0199875050849725,-3.0199999999993388
-2.5804569297106155,-2.579999999999192
-1.9837971398380396,-1.9839999999989928
-1.7930896349511762,-1.792999999998929
-1.7007182944716313,-1.7009999999988985
-1.4769428587872104,-1.4769999999988237
-1.3707939446987225,-1.3709999999987879
-1.234827427029268,-1.2349999999987429
-0.6451926565196949,-0.6449999999985456
-0.491256323262343,-0.4909999999984942
-0.35347295942355306,-0.3529999999984481
-0.3411198982724102,-0.3409999999984441
-0.2687540684314427,-0.2689999999984201
-0.2076510658597226,-0.20699999999839933
-0.1866458459739824,-2.986999999999328
-0.1754807760196534,-2.807999999999268
-0.1614356679550648,-2.5829999999991933
-0.11099253654344964,-0.1109999999983673
-0.10294130857532367,-3.2939999999994303
0.07846600642211765,2.5110000000025083
0.09879075232829004,3.1620000000027257
0.10074691665485468,1.612000000002208
0.10105358158549926,0.1010000000017035
0.2426688930527197,0.2430000000017509
0.26446373932052025,0.2650000000017583
0.2873896975251007,0.2870000000017656
0.3528328674083424,0.3530000000017877
0.5276160000962307,0.5280000000018461
0.7581985306963257,0.7580000000019229
0.8683796045423611,0.8680000000019596
1.1505121198798038,1.1510000000020542
1.192888859388319,1.1930000000020682
1.3216252548373166,1.321000000002111
1.3952284874175358,1.3950000000021356
1.4253271151570277,1.4250000000021457
1.8546434888020844,1.8550000000022893
2.2209240007885342,2.2210000000024115
2.346410550239514,2.346000000002453
2.6553733026375763,2.6550000000025564
2.896255156423349,2.896000000002637
3.0386765075916027,3.039000000002684
